"","V1","V2","V3"
"5402",82,3443,7
"5403",82,3486,7
"5404",82,3488,6
"5405",82,3524,7
"5407",82,3570,7
"5409",82,3626,5
"5410",82,3746,7
"5411",82,3757,5
"5419",82,3941,5
"5420",82,3994,5
"5425",93,104,4
"5426",93,118,6
"5427",93,120,3
"5428",93,121,4
"5429",93,135,7
"5430",93,137,6
"5431",93,151,4
"5432",93,152,4
"5433",93,162,6
"5434",93,173,4
"5435",93,180,7
"5436",93,181,6
"5437",93,186,4
"5438",93,196,4
"5439",93,203,4
"5440",93,209,5
"5441",93,211,6
"5442",93,220,4
"5443",93,222,5
"5444",93,226,5
"5445",93,237,5
"5451",93,270,5
"5457",93,291,7
"5458",93,300,5
"5461",93,311,5
"5462",93,312,5
"5464",93,325,7
"5467",93,341,4
"5468",93,346,6
"5469",93,347,5
"5470",93,354,5
"5471",93,361,6
"5472",93,365,5
"5475",93,377,5
"5478",93,393,7
"5479",93,402,5
"5481",93,413,5
"5482",93,420,7
"5483",93,421,8
"5484",93,427,7
"5486",93,437,9
"5487",93,442,5
"5488",93,455,7
"5489",93,456,5
"5491",93,467,9
"5496",93,497,7
"5497",93,502,8
"5500",93,514,5
"5501",93,525,5
"5503",93,534,5
"5509",93,574,5
"5510",93,579,7
"5511",93,596,5
"5512",93,598,6
"5514",93,609,5
"5515",93,613,6
"5516",93,626,6
"5517",93,634,5
"5519",93,645,9
"5521",93,661,6
"5522",93,664,7
"5523",93,666,6
"5524",93,678,8
"5525",93,679,7
"5526",93,681,8
"5527",93,696,6
"5528",93,697,7
"5529",93,707,8
"5530",93,720,7
"5531",93,724,6
"5534",93,752,8
"5535",93,754,7
"5536",93,765,5
"5539",93,781,4
"5542",93,794,6
"5544",93,809,8
"5545",93,813,7
"5546",93,824,6
"5547",93,844,6
"5548",93,862,4
"5550",93,881,7
"5552",93,911,8
"5556",93,985,6
"5558",93,1028,5
"5559",93,1030,6
"5560",93,1044,6
"5561",93,1062,5
"5563",93,1074,5
"5564",93,1077,6
"5565",93,1085,5
"5567",93,1104,6
"5568",93,1112,3
"5570",93,1127,5
"5573",93,1175,5
"5574",93,1180,6
"5575",93,1185,5
"5576",93,1203,5
"5578",93,1227,5
"5580",93,1268,5
"5581",93,1274,4
"5582",93,1368,4
"5585",93,1419,7
"5586",93,1437,4
"5587",93,1465,6
"5588",93,1486,6
"5589",93,1492,5
"5590",93,1498,6
"5591",93,1543,4
"5592",93,1555,6
"5596",93,1620,4
"5598",93,1694,4
"5599",93,1704,6
"5601",93,1730,6
"5602",93,1744,8
"5603",93,1759,6
"5604",93,1763,8
"5607",93,1797,6
"5608",93,1799,3
"5610",93,1828,6
"5612",93,1846,4
"5615",93,1875,6
"5616",93,1896,3
"5619",93,1923,7
"5620",93,1947,5
"5623",93,1966,5
"5625",93,1986,5
"5627",93,2006,5
"5631",93,2069,7
"5634",93,2107,5
"5635",93,2118,7
"5637",93,2141,3
"5638",93,2158,5
"5641",93,2192,6
"5642",93,2196,7
"5643",93,2211,6
"5644",93,2230,5
"5645",93,2242,7
"5648",93,2295,7
"5650",93,2327,5
"5651",93,2332,6
"5652",93,2340,7
"5654",93,2381,5
"5655",93,2389,5
"5656",93,2413,4
"5657",93,2418,7
"5658",93,2452,6
"5660",93,2488,5
"5661",93,2498,8
"5663",93,2512,8
"5664",93,2523,7
"5665",93,2535,9
"5666",93,2585,6
"5667",93,2607,8
"5668",93,2682,6
"5669",93,2701,7
"5670",93,2827,7
"5671",93,2835,7
"5674",93,2857,7
"5676",93,2877,7
"5677",93,2880,7
"5678",93,2897,7
"5679",93,2908,6
"5680",93,2915,10
"5681",93,2919,7
"5685",93,2954,7
"5686",93,2984,7
"5691",93,3029,9
"5697",93,3085,4
"5698",93,3134,4
"5700",93,3261,5
"5703",93,3341,7
"5706",93,3375,7
"5707",93,3380,5
"5708",93,3388,6
"5709",93,3415,5
"5711",93,3435,5
"5712",93,3443,7
"5713",93,3486,5
"5714",93,3488,6
"5715",93,3524,7
"5717",93,3570,5
"5719",93,3626,5
"5720",93,3746,5
"5721",93,3757,7
"5729",93,3941,7
"5730",93,3994,3
"6043",104,118,6
"6044",104,120,3
"6045",104,121,4
"6046",104,135,7
"6047",104,137,6
"6048",104,151,6
"6049",104,152,4
"6050",104,162,4
"6051",104,173,4
"6052",104,180,5
"6053",104,181,8
"6054",104,186,6
"6055",104,196,4
"6056",104,203,4
"6057",104,209,5
"6058",104,211,8
"6059",104,220,6
"6060",104,222,5
"6061",104,226,5
"6062",104,237,5
"6068",104,270,5
"6074",104,291,5
"6075",104,300,5
"6078",104,311,5
"6079",104,312,5
"6081",104,325,5
"6084",104,341,4
"6085",104,346,6
"6086",104,347,5
"6087",104,354,5
"6088",104,361,4
"6089",104,365,5
"6092",104,377,7
"6095",104,393,7
"6096",104,402,5
"6098",104,413,5
"6099",104,420,5
"6100",104,421,8
"6101",104,427,5
"6103",104,437,7
"6104",104,442,5
"6105",104,455,5
"6106",104,456,5
"6108",104,467,7
"6113",104,497,5
"6114",104,502,6
"6117",104,514,5
"6118",104,525,7
"6120",104,534,5
"6126",104,574,5
"6127",104,579,7
"6128",104,596,3
"6129",104,598,6
"6131",104,609,5
"6132",104,613,6
"6133",104,626,6
"6134",104,634,5
"6136",104,645,9
"6138",104,661,8
"6139",104,664,7
"6140",104,666,6
"6141",104,678,6
"6142",104,679,7
"6143",104,681,6
"6144",104,696,6
"6145",104,697,7
"6146",104,707,8
"6147",104,720,7
"6148",104,724,6
"6151",104,752,6
"6152",104,754,7
"6153",104,765,7
"6156",104,781,6
"6159",104,794,8
"6161",104,809,6
"6162",104,813,7
"6163",104,824,4
"6164",104,844,6
"6165",104,862,4
"6167",104,881,5
"6169",104,911,10
"6173",104,985,8
"6175",104,1028,5
"6176",104,1030,4
"6177",104,1044,6
"6178",104,1062,3
"6180",104,1074,3
"6181",104,1077,6
"6182",104,1085,5
"6184",104,1104,6
"6185",104,1112,5
"6187",104,1127,5
"6190",104,1175,5
"6191",104,1180,6
"6192",104,1185,5
"6193",104,1203,5
"6195",104,1227,5
"6197",104,1268,5
"6198",104,1274,4
"6199",104,1368,4
"6202",104,1419,7
"6203",104,1437,6
"6204",104,1465,8
"6205",104,1486,6
"6206",104,1492,3
"6207",104,1498,8
"6208",104,1543,6
"6209",104,1555,6
"6213",104,1620,4
"6215",104,1694,6
"6216",104,1704,4
"6218",104,1730,6
"6219",104,1744,8
"6220",104,1759,8
"6221",104,1763,8
"6224",104,1797,8
"6225",104,1799,7
"6227",104,1828,8
"6229",104,1846,6
"6232",104,1875,8
"6233",104,1896,5
"6236",104,1923,7
"6237",104,1947,7
"6240",104,1966,5
"6242",104,1986,7
"6244",104,2006,7
"6248",104,2069,5
"6251",104,2107,5
"6252",104,2118,5
"6254",104,2141,5
"6255",104,2158,5
"6258",104,2192,6
"6259",104,2196,5
"6260",104,2211,6
"6261",104,2230,5
"6262",104,2242,7
"6265",104,2295,7
"6267",104,2327,5
"6268",104,2332,6
"6269",104,2340,5
"6271",104,2381,5
"6272",104,2389,3
"6273",104,2413,4
"6274",104,2418,5
"6275",104,2452,4
"6277",104,2488,7
"6278",104,2498,6
"6280",104,2512,6
"6281",104,2523,7
"6282",104,2535,7
"6283",104,2585,8
"6284",104,2607,8
"6285",104,2682,6
"6286",104,2701,9
"6287",104,2827,7
"6288",104,2835,7
"6291",104,2857,7
"6293",104,2877,7
"6294",104,2880,7
"6295",104,2897,5
"6296",104,2908,6
"6297",104,2915,8
"6298",104,2919,7
"6302",104,2954,7
"6303",104,2984,7
"6308",104,3029,7
"6314",104,3085,6
"6315",104,3134,4
"6317",104,3261,7
"6320",104,3341,7
"6323",104,3375,5
"6324",104,3380,5
"6325",104,3388,6
"6326",104,3415,5
"6328",104,3435,5
"6329",104,3443,7
"6330",104,3486,5
"6331",104,3488,6
"6332",104,3524,5
"6334",104,3570,7
"6336",104,3626,3
"6337",104,3746,5
"6338",104,3757,7
"6346",104,3941,7
"6347",104,3994,5
"6351",118,120,5
"6352",118,121,4
"6353",118,135,5
"6354",118,137,8
"6355",118,151,6
"6356",118,152,8
"6357",118,162,4
"6358",118,173,6
"6359",118,180,5
"6360",118,181,4
"6361",118,186,4
"6362",118,196,4
"6363",118,203,6
"6364",118,209,7
"6365",118,211,4
"6366",118,220,4
"6367",118,222,5
"6368",118,226,3
"6369",118,237,5
"6375",118,270,5
"6381",118,291,5
"6382",118,300,7
"6385",118,311,5
"6386",118,312,7
"6388",118,325,5
"6391",118,341,6
"6392",118,346,6
"6393",118,347,7
"6394",118,354,3
"6395",118,361,6
"6396",118,365,5
"6399",118,377,7
"6402",118,393,9
"6403",118,402,5
"6405",118,413,7
"6406",118,420,3
"6407",118,421,6
"6408",118,427,5
"6410",118,437,7
"6411",118,442,7
"6412",118,455,3
"6413",118,456,5
"6415",118,467,7
"6420",118,497,5
"6421",118,502,4
"6424",118,514,5
"6425",118,525,7
"6427",118,534,5
"6433",118,574,5
"6434",118,579,7
"6435",118,596,5
"6436",118,598,4
"6438",118,609,5
"6439",118,613,6
"6440",118,626,4
"6441",118,634,5
"6443",118,645,7
"6445",118,661,8
"6446",118,664,7
"6447",118,666,8
"6448",118,678,4
"6449",118,679,3
"6450",118,681,8
"6451",118,696,8
"6452",118,697,9
"6453",118,707,6
"6454",118,720,7
"6455",118,724,6
"6458",118,752,6
"6459",118,754,3
"6460",118,765,5
"6463",118,781,8
"6466",118,794,6
"6468",118,809,8
"6469",118,813,7
"6470",118,824,8
"6471",118,844,6
"6472",118,862,6
"6474",118,881,7
"6476",118,911,8
"6480",118,985,8
"6482",118,1028,5
"6483",118,1030,6
"6484",118,1044,6
"6485",118,1062,5
"6487",118,1074,5
"6488",118,1077,6
"6489",118,1085,7
"6491",118,1104,6
"6492",118,1112,7
"6494",118,1127,3
"6497",118,1175,5
"6498",118,1180,8
"6499",118,1185,5
"6500",118,1203,7
"6502",118,1227,5
"6504",118,1268,3
"6505",118,1274,6
"6506",118,1368,8
"6509",118,1419,7
"6510",118,1437,8
"6511",118,1465,8
"6512",118,1486,6
"6513",118,1492,7
"6514",118,1498,6
"6515",118,1543,6
"6516",118,1555,6
"6520",118,1620,6
"6522",118,1694,8
"6523",118,1704,8
"6525",118,1730,6
"6526",118,1744,6
"6527",118,1759,6
"6528",118,1763,6
"6531",118,1797,6
"6532",118,1799,5
"6534",118,1828,8
"6536",118,1846,6
"6539",118,1875,6
"6540",118,1896,7
"6543",118,1923,7
"6544",118,1947,9
"6547",118,1966,5
"6549",118,1986,5
"6551",118,2006,7
"6555",118,2069,7
"6558",118,2107,7
"6559",118,2118,5
"6561",118,2141,7
"6562",118,2158,3
"6565",118,2192,8
"6566",118,2196,5
"6567",118,2211,6
"6568",118,2230,5
"6569",118,2242,3
"6572",118,2295,3
"6574",118,2327,7
"6575",118,2332,6
"6576",118,2340,7
"6578",118,2381,7
"6579",118,2389,5
"6580",118,2413,6
"6581",118,2418,5
"6582",118,2452,8
"6584",118,2488,9
"6585",118,2498,6
"6587",118,2512,6
"6588",118,2523,9
"6589",118,2535,5
"6590",118,2585,8
"6591",118,2607,4
"6592",118,2682,4
"6593",118,2701,7
"6594",118,2827,7
"6595",118,2835,9
"6598",118,2857,7
"6600",118,2877,7
"6601",118,2880,7
"6602",118,2897,9
"6603",118,2908,6
"6604",118,2915,6
"6605",118,2919,5
"6609",118,2954,7
"6610",118,2984,7
"6615",118,3029,9
"6621",118,3085,8
"6622",118,3134,6
"6624",118,3261,9
"6627",118,3341,7
"6630",118,3375,5
"6631",118,3380,7
"6632",118,3388,8
"6633",118,3415,5
"6635",118,3435,5
"6636",118,3443,5
"6637",118,3486,7
"6638",118,3488,8
"6639",118,3524,5
"6641",118,3570,5
"6643",118,3626,5
"6644",118,3746,5
"6645",118,3757,7
"6653",118,3941,3
"6654",118,3994,7
"6658",120,121,3
"6659",120,135,6
"6660",120,137,7
"6661",120,151,5
"6662",120,152,5
"6663",120,162,3
"6664",120,173,5
"6665",120,180,4
"6666",120,181,7
"6667",120,186,5
"6668",120,196,5
"6669",120,203,5
"6670",120,209,4
"6671",120,211,7
"6672",120,220,5
"6673",120,222,4
"6674",120,226,4
"6675",120,237,4
"6681",120,270,6
"6687",120,291,8
"6688",120,300,6
"6691",120,311,6
"6692",120,312,4
"6694",120,325,6
"6697",120,341,5
"6698",120,346,7
"6699",120,347,6
"6700",120,354,6
"6701",120,361,7
"6702",120,365,6
"6705",120,377,4
"6708",120,393,8
"6709",120,402,6
"6711",120,413,6
"6712",120,420,6
"6713",120,421,9
"6714",120,427,4
"6716",120,437,8
"6717",120,442,6
"6718",120,455,6
"6719",120,456,6
"6721",120,467,8
"6726",120,497,6
"6727",120,502,9
"6730",120,514,6
"6731",120,525,6
"6733",120,534,4
"6739",120,574,4
"6740",120,579,8
"6741",120,596,4
"6742",120,598,5
"6744",120,609,6
"6745",120,613,7
"6746",120,626,5
"6747",120,634,4
"6749",120,645,8
"6751",120,661,7
"6752",120,664,6
"6753",120,666,5
"6754",120,678,7
"6755",120,679,6
"6756",120,681,7
"6757",120,696,5
"6758",120,697,6
"6759",120,707,9
"6760",120,720,6
"6761",120,724,7
"6764",120,752,7
"6765",120,754,6
"6766",120,765,6
"6769",120,781,7
"6772",120,794,5
"6774",120,809,7
"6775",120,813,6
"6776",120,824,5
"6777",120,844,7
"6778",120,862,5
"6780",120,881,4
"6782",120,911,7
"6786",120,985,7
"6788",120,1028,4
"6789",120,1030,5
"6790",120,1044,5
"6791",120,1062,6
"6793",120,1074,4
"6794",120,1077,5
"6795",120,1085,4
"6797",120,1104,5
"6798",120,1112,4
"6800",120,1127,4
"6803",120,1175,4
"6804",120,1180,5
"6805",120,1185,4
"6806",120,1203,6
"6808",120,1227,4
"6810",120,1268,4
"6811",120,1274,5
"6812",120,1368,5
"6815",120,1419,4
"6816",120,1437,5
"6817",120,1465,7
"6818",120,1486,5
"6819",120,1492,4
"6820",120,1498,7
"6821",120,1543,5
"6822",120,1555,5
"6826",120,1620,3
"6828",120,1694,3
"6829",120,1704,3
"6831",120,1730,5
"6832",120,1744,7
"6833",120,1759,5
"6834",120,1763,7
"6837",120,1797,7
"6838",120,1799,6
"6840",120,1828,9
"6842",120,1846,5
"6845",120,1875,7
"6846",120,1896,6
"6849",120,1923,8
"6850",120,1947,6
"6853",120,1966,4
"6855",120,1986,6
"6857",120,2006,6
"6861",120,2069,6
"6864",120,2107,6
"6865",120,2118,8
"6867",120,2141,4
"6868",120,2158,6
"6871",120,2192,9
"6872",120,2196,6
"6873",120,2211,7
"6874",120,2230,8
"6875",120,2242,6
"6878",120,2295,6
"6880",120,2327,6
"6881",120,2332,7
"6882",120,2340,6
"6884",120,2381,6
"6885",120,2389,4
"6886",120,2413,7
"6887",120,2418,4
"6888",120,2452,7
"6890",120,2488,4
"6891",120,2498,7
"6893",120,2512,7
"6894",120,2523,6
"6895",120,2535,8
"6896",120,2585,7
"6897",120,2607,7
"6898",120,2682,5
"6899",120,2701,8
"6900",120,2827,8
"6901",120,2835,8
"6904",120,2857,8
"6906",120,2877,8
"6907",120,2880,8
"6908",120,2897,6
"6909",120,2908,7
"6910",120,2915,11
"6911",120,2919,8
"6915",120,2954,8
"6916",120,2984,6
"6921",120,3029,8
"6927",120,3085,5
"6928",120,3134,5
"6930",120,3261,6
"6933",120,3341,6
"6936",120,3375,8
"6937",120,3380,6
"6938",120,3388,7
"6939",120,3415,4
"6941",120,3435,6
"6942",120,3443,8
"6943",120,3486,6
"6944",120,3488,7
"6945",120,3524,6
"6947",120,3570,6
"6949",120,3626,6
"6950",120,3746,4
"6951",120,3757,6
"6959",120,3941,6
"6960",120,3994,4
"6964",121,135,5
"6965",121,137,4
"6966",121,151,6
"6967",121,152,6
"6968",121,162,4
"6969",121,173,6
"6970",121,180,5
"6971",121,181,4
"6972",121,186,4
"6973",121,196,6
"6974",121,203,6
"6975",121,209,5
"6976",121,211,4
"6977",121,220,4
"6978",121,222,5
"6979",121,226,3
"6980",121,237,5
"6986",121,270,7
"6992",121,291,5
"6993",121,300,7
"6996",121,311,7
"6997",121,312,7
"6999",121,325,5
"7002",121,341,6
"7003",121,346,6
"7004",121,347,7
"7005",121,354,5
"7006",121,361,4
"7007",121,365,5
"7010",121,377,3
"7013",121,393,7
"7014",121,402,5
"7016",121,413,7
"7017",121,420,5
"7018",121,421,8
"7019",121,427,5
"7021",121,437,7
"7022",121,442,5
"7023",121,455,5
"7024",121,456,7
"7026",121,467,7
"7031",121,497,7
"7032",121,502,8
"7035",121,514,5
"7036",121,525,5
"7038",121,534,5
"7044",121,574,5
"7045",121,579,7
"7046",121,596,5
"7047",121,598,6
"7049",121,609,5
"7050",121,613,6
"7051",121,626,6
"7052",121,634,5
"7054",121,645,7
"7056",121,661,6
"7057",121,664,5
"7058",121,666,4
"7059",121,678,6
"7060",121,679,5
"7061",121,681,6
"7062",121,696,6
"7063",121,697,5
"7064",121,707,8
"7065",121,720,7
"7066",121,724,8
"7069",121,752,6
"7070",121,754,5
"7071",121,765,7
"7074",121,781,4
"7077",121,794,6
"7079",121,809,4
"7080",121,813,5
"7081",121,824,6
"7082",121,844,6
"7083",121,862,6
"7085",121,881,5
"7087",121,911,6
"7091",121,985,4
"7093",121,1028,5
"7094",121,1030,6
"7095",121,1044,6
"7096",121,1062,3
"7098",121,1074,3
"7099",121,1077,6
"7100",121,1085,7
"7102",121,1104,6
"7103",121,1112,7
"7105",121,1127,5
"7108",121,1175,5
"7109",121,1180,6
"7110",121,1185,3
"7111",121,1203,3
"7113",121,1227,5
"7115",121,1268,5
"7116",121,1274,6
"7117",121,1368,6
"7120",121,1419,5
"7121",121,1437,6
"7122",121,1465,4
"7123",121,1486,6
"7124",121,1492,5
"7125",121,1498,6
"7126",121,1543,4
"7127",121,1555,6
"7131",121,1620,4
"7133",121,1694,4
"7134",121,1704,6
"7136",121,1730,6
"7137",121,1744,6
"7138",121,1759,6
"7139",121,1763,6
"7142",121,1797,4
"7143",121,1799,3
"7145",121,1828,6
"7147",121,1846,8
"7150",121,1875,6
"7151",121,1896,5
"7154",121,1923,5
"7155",121,1947,7
"7158",121,1966,5
"7160",121,1986,5
"7162",121,2006,7
"7166",121,2069,7
"7169",121,2107,7
"7170",121,2118,7
"7172",121,2141,7
"7173",121,2158,7
"7176",121,2192,6
"7177",121,2196,5
"7178",121,2211,6
"7179",121,2230,5
"7180",121,2242,5
"7183",121,2295,7
"7185",121,2327,7
"7186",121,2332,6
"7187",121,2340,7
"7189",121,2381,5
"7190",121,2389,5
"7191",121,2413,6
"7192",121,2418,7
"7193",121,2452,6
"7195",121,2488,7
"7196",121,2498,8
"7198",121,2512,6
"7199",121,2523,7
"7200",121,2535,7
"7201",121,2585,4
"7202",121,2607,6
"7203",121,2682,4
"7204",121,2701,5
"7205",121,2827,7
"7206",121,2835,7
"7209",121,2857,7
"7211",121,2877,7
"7212",121,2880,7
"7213",121,2897,5
"7214",121,2908,6
"7215",121,2915,8
"7216",121,2919,5
"7220",121,2954,5
"7221",121,2984,7
"7226",121,3029,7
"7232",121,3085,6
"7233",121,3134,6
"7235",121,3261,7
"7238",121,3341,5
"7241",121,3375,7
"7242",121,3380,7
"7243",121,3388,8
"7244",121,3415,5
"7246",121,3435,7
"7247",121,3443,7
"7248",121,3486,5
"7249",121,3488,6
"7250",121,3524,5
"7252",121,3570,5
"7254",121,3626,5
"7255",121,3746,3
"7256",121,3757,7
"7264",121,3941,3
"7265",121,3994,3
"7269",135,137,5
"7270",135,151,3
"7271",135,152,7
"7272",135,162,5
"7273",135,173,5
"7274",135,180,4
"7275",135,181,5
"7276",135,186,5
"7277",135,196,5
"7278",135,203,5
"7279",135,209,4
"7280",135,211,5
"7281",135,220,3
"7282",135,222,4
"7283",135,226,4
"7284",135,237,4
"7290",135,270,6
"7296",135,291,4
"7297",135,300,6
"7300",135,311,6
"7301",135,312,8
"7303",135,325,6
"7306",135,341,9
"7307",135,346,9
"7308",135,347,8
"7309",135,354,8
"7310",135,361,7
"7311",135,365,8
"7314",135,377,6
"7317",135,393,6
"7318",135,402,6
"7320",135,413,6
"7321",135,420,6
"7322",135,421,7
"7323",135,427,6
"7325",135,437,6
"7326",135,442,6
"7327",135,455,4
"7328",135,456,6
"7330",135,467,6
"7335",135,497,6
"7336",135,502,9
"7339",135,514,6
"7340",135,525,6
"7342",135,534,4
"7348",135,574,6
"7349",135,579,4
"7350",135,596,6
"7351",135,598,7
"7353",135,609,4
"7354",135,613,5
"7355",135,626,5
"7356",135,634,4
"7358",135,645,4
"7360",135,661,7
"7361",135,664,6
"7362",135,666,7
"7363",135,678,7
"7364",135,679,4
"7365",135,681,5
"7366",135,696,7
"7367",135,697,4
"7368",135,707,5
"7369",135,720,4
"7370",135,724,5
"7373",135,752,5
"7374",135,754,6
"7375",135,765,6
"7378",135,781,7
"7381",135,794,5
"7383",135,809,5
"7384",135,813,6
"7385",135,824,7
"7386",135,844,3
"7387",135,862,7
"7389",135,881,4
"7391",135,911,5
"7395",135,985,5
"7397",135,1028,6
"7398",135,1030,7
"7399",135,1044,7
"7400",135,1062,6
"7402",135,1074,6
"7403",135,1077,7
"7404",135,1085,8
"7406",135,1104,7
"7407",135,1112,8
"7409",135,1127,6
"7412",135,1175,4
"7413",135,1180,7
"7414",135,1185,4
"7415",135,1203,4
"7417",135,1227,6
"7419",135,1268,6
"7420",135,1274,7
"7421",135,1368,9
"7424",135,1419,4
"7425",135,1437,7
"7426",135,1465,7
"7427",135,1486,7
"7428",135,1492,6
"7429",135,1498,7
"7430",135,1543,5
"7431",135,1555,3
"7435",135,1620,7
"7437",135,1694,7
"7438",135,1704,5
"7440",135,1730,5
"7441",135,1744,5
"7442",135,1759,5
"7443",135,1763,3
"7446",135,1797,7
"7447",135,1799,6
"7449",135,1828,9
"7451",135,1846,7
"7454",135,1875,7
"7455",135,1896,6
"7458",135,1923,6
"7459",135,1947,8
"7462",135,1966,8
"7464",135,1986,6
"7466",135,2006,6
"7470",135,2069,6
"7473",135,2107,6
"7474",135,2118,6
"7476",135,2141,8
"7477",135,2158,8
"7480",135,2192,9
"7481",135,2196,6
"7482",135,2211,7
"7483",135,2230,6
"7484",135,2242,6
"7487",135,2295,6
"7489",135,2327,4
"7490",135,2332,7
"7491",135,2340,6
"7493",135,2381,6
"7494",135,2389,8
"7495",135,2413,9
"7496",135,2418,6
"7497",135,2452,7
"7499",135,2488,8
"7500",135,2498,7
"7502",135,2512,7
"7503",135,2523,6
"7504",135,2535,4
"7505",135,2585,5
"7506",135,2607,5
"7507",135,2682,5
"7508",135,2701,4
"7509",135,2827,8
"7510",135,2835,4
"7513",135,2857,6
"7515",135,2877,8
"7516",135,2880,6
"7517",135,2897,8
"7518",135,2908,7
"7519",135,2915,7
"7520",135,2919,8
"7524",135,2954,6
"7525",135,2984,8
"7530",135,3029,6
"7536",135,3085,7
"7537",135,3134,9
"7539",135,3261,6
"7542",135,3341,8
"7545",135,3375,8
"7546",135,3380,10
"7547",135,3388,11
"7548",135,3415,8
"7550",135,3435,8
"7551",135,3443,6
"7552",135,3486,8
"7553",135,3488,7
"7554",135,3524,8
"7556",135,3570,8
"7558",135,3626,6
"7559",135,3746,6
"7560",135,3757,6
"7568",135,3941,4
"7569",135,3994,8
"7573",137,151,6
"7574",137,152,4
"7575",137,162,6
"7576",137,173,4
"7577",137,180,7
"7578",137,181,4
"7579",137,186,4
"7580",137,196,6
"7581",137,203,4
"7582",137,209,5
"7583",137,211,4
"7584",137,220,4
"7585",137,222,7
"7586",137,226,7
"7587",137,237,5
"7593",137,270,7
"7599",137,291,5
"7600",137,300,7
"7603",137,311,7
"7604",137,312,7
"7606",137,325,5
"7609",137,341,8
"7610",137,346,8
"7611",137,347,7
"7612",137,354,7
"7613",137,361,6
"7614",137,365,7
"7617",137,377,7
"7620",137,393,3
"7621",137,402,7
"7623",137,413,7
"7624",137,420,7
"7625",137,421,6
"7626",137,427,7
"7628",137,437,7
"7629",137,442,7
"7630",137,455,7
"7631",137,456,7
"7633",137,467,7
"7638",137,497,7
"7639",137,502,10
"7642",137,514,5
"7643",137,525,5
"7645",137,534,5
"7651",137,574,9
"7652",137,579,5
"7653",137,596,7
"7654",137,598,8
"7656",137,609,5
"7657",137,613,8
"7658",137,626,8
"7659",137,634,7
"7661",137,645,3
"7663",137,661,4
"7664",137,664,5
"7665",137,666,6
"7666",137,678,6
"7667",137,679,7
"7668",137,681,4
"7669",137,696,6
"7670",137,697,5
"7671",137,707,6
"7672",137,720,3
"7673",137,724,6
"7676",137,752,6
"7677",137,754,7
"7678",137,765,7
"7681",137,781,4
"7684",137,794,6
"7686",137,809,4
"7687",137,813,3
"7688",137,824,6
"7689",137,844,6
"7690",137,862,8
"7692",137,881,3
"7694",137,911,4
"7698",137,985,4
"7700",137,1028,5
"7701",137,1030,6
"7702",137,1044,6
"7703",137,1062,5
"7705",137,1074,7
"7706",137,1077,8
"7707",137,1085,9
"7709",137,1104,6
"7710",137,1112,7
"7712",137,1127,9
"7715",137,1175,7
"7716",137,1180,6
"7717",137,1185,5
"7718",137,1203,5
"7720",137,1227,7
"7722",137,1268,7
"7723",137,1274,8
"7724",137,1368,8
"7727",137,1419,5
"7728",137,1437,6
"7729",137,1465,4
"7730",137,1486,8
"7731",137,1492,7
"7732",137,1498,6
"7733",137,1543,6
"7734",137,1555,6
"7738",137,1620,8
"7740",137,1694,8
"7741",137,1704,6
"7743",137,1730,6
"7744",137,1744,4
"7745",137,1759,6
"7746",137,1763,6
"7749",137,1797,6
"7750",137,1799,5
"7752",137,1828,6
"7754",137,1846,8
"7757",137,1875,8
"7758",137,1896,7
"7761",137,1923,3
"7762",137,1947,7
"7765",137,1966,7
"7767",137,1986,5
"7769",137,2006,5
"7773",137,2069,5
"7776",137,2107,7
"7777",137,2118,7
"7779",137,2141,7
"7780",137,2158,11
"7783",137,2192,4
"7784",137,2196,5
"7785",137,2211,6
"7786",137,2230,7
"7787",137,2242,7
"7790",137,2295,7
"7792",137,2327,5
"7793",137,2332,6
"7794",137,2340,5
"7796",137,2381,5
"7797",137,2389,5
"7798",137,2413,8
"7799",137,2418,7
"7800",137,2452,6
"7802",137,2488,7
"7803",137,2498,8
"7805",137,2512,6
"7806",137,2523,7
"7807",137,2535,7
"7808",137,2585,4
"7809",137,2607,6
"7810",137,2682,8
"7811",137,2701,5
"7812",137,2827,5
"7813",137,2835,5
"7816",137,2857,5
"7818",137,2877,7
"7819",137,2880,5
"7820",137,2897,5
"7821",137,2908,8
"7822",137,2915,8
"7823",137,2919,7
"7827",137,2954,5
"7828",137,2984,7
"7833",137,3029,5
"7839",137,3085,6
"7840",137,3134,10
"7842",137,3261,7
"7845",137,3341,7
"7848",137,3375,9
"7849",137,3380,9
"7850",137,3388,10
"7851",137,3415,9
"7853",137,3435,9
"7854",137,3443,9
"7855",137,3486,9
"7856",137,3488,6
"7857",137,3524,7
"7859",137,3570,9
"7861",137,3626,5
"7862",137,3746,5
"7863",137,3757,7
"7871",137,3941,7
"7872",137,3994,5
"7876",151,152,4
"7877",151,162,4
"7878",151,173,4
"7879",151,180,5
"7880",151,181,4
"7881",151,186,6
"7882",151,196,4
"7883",151,203,4
"7884",151,209,5
"7885",151,211,4
"7886",151,220,6
"7887",151,222,5
"7888",151,226,7
"7889",151,237,5
"7895",151,270,5
"7901",151,291,5
"7902",151,300,5
"7905",151,311,5
"7906",151,312,7
"7908",151,325,5
"7911",151,341,6
"7912",151,346,8
"7913",151,347,7
"7914",151,354,7
"7915",151,361,6
"7916",151,365,5
"7919",151,377,7
"7922",151,393,7
"7923",151,402,5
"7925",151,413,5
"7926",151,420,7
"7927",151,421,6
"7928",151,427,7
"7930",151,437,7
